图片,名称,sal,d,d1,d2,名称_链接,名称3,dc,dc4,dc5,关键词
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,Python,1-1.7万,大连,3-4年,本科,https://jobs.51job.com/all/coUjAHZANoDjUBbABrVjs.html,智捷融汇（大连）科技有限公司,计算机软件,民营,50-150人,"mysql
数据库
数据分析
linux
css
redis
js
数据建模
python
五险一金
年终奖金
股票期权"
https://img01.51jobcdn.com/fansImg/CompLogo/6/5899/5898004/5898004_300.png?637266925368893511,Python,1.1-1.4万,上海·浦东新区,3-4年,本科,https://jobs.51job.com/all/coCGtVOQBqUWcOaw1uVjc.html,上海得逸信息技术有限公司,计算机软件,民营,1000-5000人,"地理信息系统
评估报告
交通运输
决策树
效果验证
算法评估
路径规划算法
决策算法
五险一金"
https://img01.51jobcdn.com/fansImg/CompLogo/3/2516/2515759/2515759_120.gif?636196427138051959,Python工程师,1.5-2万·13薪,上海,2年,本科,https://jobs.51job.com/all/coAmZXNgNhU2gPbQNlBmo.html,上海特易信息科技有限公司,互联网/电子商务,合资,150-500人,"sqlserver
项目开发
编码
spark
postgresql
设计文档
nlp
部署系统
单元自测
python开发
五险一金
绩效奖金
定期体检
周末双休
带薪年假"
https://img01.51jobcdn.com/fansImg/CompLogo/1/103/102233/102233_120.gif?635700457649486530,机器学习算法工程师-NLP+Python,1.8-2万,上海·浦东新区,5-7年,本科,https://jobs.51job.com/all/coA2RXMwBhBzsGYFMz.html,上海复深蓝软件股份有限公司,计算机软件,已上市,1000-5000人,"建模
ai
机器学习
数据清洗
nlp
保险场景
Python
五险一金
年终奖金
做五休二"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,Python,1-1.7万,大连,3-4年,本科,https://jobs.51job.com/all/coUjAHZANoDjUBbABrVjs.html,智捷融汇（大连）科技有限公司,计算机软件,民营,50-150人,"mysql
数据库
数据分析
linux
css
redis
js
数据建模
python
五险一金
年终奖金
股票期权"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,Python高级开发工程师,1.5-3万·13薪,深圳·宝安区,5-7年,本科,https://jobs.51job.com/all/coCWpRNQRhVGoEaQZjXDs.html,骏兴纸业（深圳）有限公司,印刷/包装/造纸,民营,50-150人,"Odoo
python编程
五险一金
节日福利"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,Java/Python高级软件开发工程师,1.8-3万,上海·浦东新区,3-4年,本科,https://jobs.51job.com/all/coBWEFZ1A0VW5WN1YwAm4.html,丰盛信息科技（上海）有限公司,计算机软件,外资（非欧美）,50-150人,"软件开发
软件工程师
Java
Python
五险一金
定期体检"
https://img01.51jobcdn.com/fansImg/CompLogo/3/2382/2381615/2381615_300.png?636854982545746205,Python开发实习工程师,4-8千,重庆·九龙坡区,无需经验,本科,https://jobs.51job.com/all/coCGxTNARvUW4BYgRmUTE.html,重庆睿景信息技术有限公司,计算机软件,民营,150-500人,"计算机
电子
自动化
通信
网络
软件工程
数学
后端开发
python语言
五险一金
餐饮补贴"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,Python,1-1.7万,大连,3-4年,本科,https://jobs.51job.com/all/coUjAHZANoDjUBbABrVjs.html,智捷融汇（大连）科技有限公司,计算机软件,民营,50-150人,"mysql
数据库
数据分析
linux
css
redis
js
数据建模
python
五险一金
年终奖金
股票期权"
https://img01.51jobcdn.com/fansImg/CompLogo/1/103/102233/102233_120.gif?635700457649486530,Python 开发- nlp,2-2.4万,上海·浦东新区,5-7年,本科,https://jobs.51job.com/all/coA2RXMwBhBzsGYFMz.html,上海复深蓝软件股份有限公司,计算机软件,已上市,1000-5000人,"mysql
oracle
数据库
数据分析
机器学习
hive
nlp
建模
ai
保险
五险一金
年终奖金
做五休二"
https://img01.51jobcdn.com/fansImg/CompLogo/2/1431/1430329/1430329_120.gif?635779094849776281,Python开发工程师,1.4-1.8万,深圳·南山区,3-4年,本科,https://jobs.51job.com/all/coBGNVNVMzUW8GYAVkBWk.html,深圳市紫川软件有限公司,计算机软件,民营,500-1000人,"五险一金
定期体检
员工旅游
餐饮补贴"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,Python开发工程师,1-2万,北京·海淀区,2年,本科,https://jobs.51job.com/all/coVTRcPARlDzRRNQdmBmo.html,北京瑞鑫天算资产管理有限公司,计算机软件,民营,,"五险一金
交通补贴
餐饮补贴
通讯补贴
年终奖金
绩效奖金
股票期权"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,Python,1-1.7万,大连,3-4年,本科,https://jobs.51job.com/all/coUjAHZANoDjUBbABrVjs.html,智捷融汇（大连）科技有限公司,计算机软件,民营,50-150人,"mysql
数据库
数据分析
linux
css
redis
js
数据建模
python
五险一金
年终奖金
股票期权"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_mech.png,Python工程师,1.5-2.8万,南京,3-4年,本科,https://jobs.51job.com/all/coUTBVNwVgBTkObFYwAWY.html,中电变压器股份有限公司,机械/设备/重工,民营,1000-5000人,"爬虫
ChatGPT
爬虫策略
机器学习
mysql数据库
多线程开发
互联网
电商平台
五险一金
餐饮补贴
周末双休"
https://img01.51jobcdn.com/fansImg/CompLogo/8/7124/7123270/63315361861270114902_300.jpeg?1654787820175,Python开发工程师,1-1.5万·13薪,武汉·洪山区,3-4年,本科,https://jobs.51job.com/all/coA2JTNl4_DzIFYgFlAmc.html,中审世纪工程造价咨询（北京）有限公司,专业服务(咨询、人力资源、财会),民营,150-500人,"python
数据库
django
flask
sql
odoo
http
五险一金
年终奖金"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_elect.png,Python软件工程师,1.2-2万,佛山,3-4年,本科,https://jobs.51job.com/all/coCG1UMVI0VWMAYFQ-XDk.html,广州晶优电子科技有限公司,电子技术/半导体/集成电路,民营,50-150人,"python
数据库
linux
nosql
五险一金
绩效奖金
交通补贴
餐饮补贴
定期体检
包住"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,Python,1-1.7万,大连,3-4年,本科,https://jobs.51job.com/all/coUjAHZANoDjUBbABrVjs.html,智捷融汇（大连）科技有限公司,计算机软件,民营,50-150人,"mysql
数据库
数据分析
linux
css
redis
js
数据建模
python
五险一金
年终奖金
股票期权"
https://img01.51jobcdn.com/fansImg/CompLogo/4/3658/3657231/40296743761524081156_300.jpeg?1658477121556,Python开发工程师,7千-1.2万,中山,3-4年,本科,https://jobs.51job.com/all/coVjMAYlI0Bz4DZAFhBWE.html,中山大简科技有限公司,机械/设备/重工,民营,50-150人,"c++
web
数据结构
设计模式
多线程
计算机软件
vscode
项目
开发工具
人机交互
五险一金
餐饮补贴
年终奖金"
https://img01.51jobcdn.com/fansImg/CompLogo/4/3307/3306849/3306849_300.jpg?637656738219708258,Python开发工程师,2.5-3.5万,北京,3-4年,本科,https://jobs.51job.com/all/coBWBTNARnAjoCb1A3VDg.html,前海开源基金管理有限公司,金融/投资/证券,民营,150-500人,"mysql
oracle
http
关系型数据库
websocket
b/s架构
python开发
基金行业
桌面运维
餐饮补贴
节日福利
周末双休
地铁周边
五险一金
员工旅游
绩效奖金
年终奖金
定期体检"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,Python全栈工程师,1-1.5万,广东省,3-4年,大专,https://jobs.51job.com/all/coAmxWMwJiATtRNwVgB2E.html,贵港市港北区激灵兔商贸工作室,计算机软件,民营,少于50人,
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_transport.png,Python开发工程师,1.5-2.5万,深圳·龙岗区,10年以上,本科,https://jobs.51job.com/all/coB2lXMgdtBzBVNAZmBmY.html,深圳市恒河文化传媒有限公司坂田分公司,交通/运输/物流,民营,少于50人,"通讯补贴
餐饮补贴
交通补贴"
https://img01.51jobcdn.com/fansImg/CompLogo/4/3658/3657231/40296743761524081156_300.jpeg?1658477121556,Python开发工程师,7千-1.2万,中山,3-4年,本科,https://jobs.51job.com/all/coVjMAYlI0Bz4DZAFhBWE.html,中山大简科技有限公司,机械/设备/重工,民营,50-150人,"c++
web
数据结构
设计模式
多线程
计算机软件
vscode
项目
开发工具
人机交互
五险一金
餐饮补贴
年终奖金"
https://img01.51jobcdn.com/fansImg/CompLogo/7/6947/6946562/118859026192564784593_300.png?1666333243427,Python软件开发工程师,1-1.5万,广州·南沙区,2年,本科,https://jobs.51job.com/all/coVTUBbFQzDzcDYwxpUzQ.html,广州市微眸医疗器械有限公司,医疗设备/器械,合资,少于50人,"java
数据库
linux
c++
mysql数据库
shell
数学
多线程
编程语言
机器学习
周末双休
专业培训
五险一金
员工旅游
年终奖金"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,Python（机器学习）,1.5-2万,上海·浦东新区,5-7年,大专,https://jobs.51job.com/all/coB2RTMF87VG0CZwRvVzU.html,上海云逐信息技术有限公司,计算机软件,民营,50-150人,"深度学习
python
机器学习算法
五险一金
节假福利
双休"
https://img01.51jobcdn.com/fansImg/CompLogo/6/5716/5715927/7678702153933045822_300.jpeg?1656401594702,Python开发工程师,2-4万,上海·浦东新区,5-7年,本科,https://jobs.51job.com/all/coVjUBYl89AzhSPg1sVjQ.html,上海鑫测信息技术有限公司,计算机软件,民营,少于50人,"python
五险一金
绩效奖金
年终奖金
带薪年假
全勤奖
节日福利
餐饮补贴
股票期权
领导很好
经常团建"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,Python开发工程师（中级/高级）,1.3-2.5万·15薪,西安,2年,本科,https://jobs.51job.com/all/coAmBdOFQ2BD1WMVM5B2Q.html,大连隆基信息技术有限公司,计算机软件,外资（非欧美）,150-500人,"python
编码规范
数据整理
数据结构
性能调优
算法设计
模型集成
五险一金
补充医疗保险
年终奖金
定期体检
出国机会
员工旅游
专业培训
通讯补贴
餐饮补贴
交通补贴"
https://img01.51jobcdn.com/fansImg/CompLogo/6/5201/5200657/5200657_300.png?637734296059628483,Python工程师,1.5-2万,深圳·南山区,3-4年,本科,https://jobs.51job.com/all/coVjVdOwVmDzECYQJkXD4.html,深圳市睿服科技有限公司,计算机软件,民营,1000-5000人,"python开发
django
mysql
五险一金
周末双休
交通补贴
餐饮补贴"
https://img01.51jobcdn.com/fansImg/CompLogo/6/5609/5608682/5608682_300.png?637135761873195487,Python开发工程师,1.5-2.5万,西安·雁塔区,3-4年,本科,https://jobs.51job.com/all/coVjVXNQNgBTMHZFY9B2A.html,北京佰才邦技术股份有限公司,通信/电信/网络设备,合资,500-1000人,"计算机
linux
c++
数据结构
设计模式
docker
多线程
技术交流
性能调优
算法
五险一金
员工旅游
定期体检
大牛带队
节日礼物
休闲零时
气氛好
领导好
发展空间大"
https://img01.51jobcdn.com/fansImg/CompLogo/4/3706/3705413/3705413_300.png?637696467748500737,Python开发工程师,1-2万·15薪,上海,2年,本科,https://jobs.51job.com/all/coVDFXNFIxBj0HZgRmBmA.html,上海念空数据科技中心（有限合伙）,金融/投资/证券,民营,少于50人,"python
软件开发
软件工程师
五险一金
员工旅游
餐饮补贴
年终奖金
定期体检"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_edu.png,Python开发工程师,1-2万,上海·浦东新区,2年,本科,https://jobs.51job.com/all/coUzZTMVE0U2gEZgxmUzc.html,中国科学技术大学上海研究院,教育/培训/院校,事业单位,少于50人,
https://img01.51jobcdn.com/fansImg/CompLogo/3/2771/2770372/2770372_120.gif?636184305884960041,中级Python工程师,1-1.2万,北京·朝阳区,3-4年,本科,https://jobs.51job.com/all/coB2NVNlUxBzkDZVA0VDM.html,北京经世万方信息技术有限公司,计算机软件,民营,50-150人,"五险一金
员工旅游
餐饮补贴
年终奖金
定期体检"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,Python,1.2-1.8万,南京,3-4年,大专,https://jobs.51job.com/all/coBWACZV44BDgOaVE6XT4.html,成都迈思信息技术有限公司,计算机软件,民营,1000-5000人,"计算机
mysql
测试
redis
开发
c++
设计模式
数学
postgresql
django
五险一金
餐饮补贴
定期体检
专业培训
绩效奖金"
https://img01.51jobcdn.com/fansImg/CompLogo/4/3943/3942117/3942117_120.gif?635993462301456297,Python开发资深工程师,2-3万·13薪,深圳·宝安区,3-4年,硕士,https://jobs.51job.com/all/coB2IHalUyBTkHYwFjXT8.html,深圳明阳电路科技股份有限公司,电子技术/半导体/集成电路,已上市,1000-5000人,"mysql
数据库
需求分析
redis
sql
数据结构
关系型数据库
编程语言
建模
算法
五险一金
员工旅游
专业培训
绩效奖金
年终奖金
定期体检
餐饮补贴"
https://img01.51jobcdn.com/fansImg/CompLogo/7/6184/6183722/6183722_300.jpg?637407067150503546,Python开发工程师,1-1.5万,珠海·珠海高新区,3-4年,本科,https://jobs.51job.com/all/coAWFRNAdsVmtUNlMyVDM.html,珠海天海风云科技有限公司,计算机软件,民营,少于50人,"计算机
mysql
oracle
linux
redis
编程
shell
关系型数据库
web前端开发
postgresql
五险一金
年终奖金
绩效奖金
周末双休
带薪年假
定期体检
交通补贴"
https://img01.51jobcdn.com/fansImg/CompLogo/4/3651/3650572/3650572_300.png?637050024913868281,Python 软件工程师,2-3.5万,深圳·南山区,3-4年,本科,https://jobs.51job.com/all/coAGUBY1A2DzFVNVczUDc.html,江苏锐力斯三维科技有限公司,仪器仪表/工业自动化,创业公司,50-150人,"员工旅游
餐饮补贴
专业培训
出国机会
绩效奖金
年终奖金
股票期权
全勤奖
五险一金"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,Python开发工程师（中级/高级）,1.3-2.5万·15薪,深圳·龙岗区,2年,本科,https://jobs.51job.com/all/coAmBdOFQ2BD1WMVM5B2Q.html,大连隆基信息技术有限公司,计算机软件,外资（非欧美）,150-500人,"python
编码规范
数据整理
数据结构
性能调优
算法设计
模型集成
五险一金
补充医疗保险
年终奖金
定期体检
出国机会
员工旅游
专业培训
通讯补贴
餐饮补贴
交通补贴"
https://img01.51jobcdn.com/fansImg/CompLogo/3/2821/2820806/2820806_300.png?636862725756861109,Python开发工程师,8千-1.3万,珠海,3-4年,本科,https://jobs.51job.com/all/coAGRTP1U0AjxUOQBjAWI.html,珠海迈科智能科技股份有限公司,电子技术/半导体/集成电路,民营,1000-5000人,"python
爬虫
软件开发
大数据
Mysql
redis
nosql
免费班车
员工旅游
年终奖金
定期体检
周末双休
带薪年假
五险一金"
https://img01.51jobcdn.com/fansImg/CompLogo/7/6184/6183722/6183722_300.jpg?637407067150503546,Python开发工程师,1-1.5万,珠海·珠海高新区,3-4年,本科,https://jobs.51job.com/all/coAWFRNAdsVmtUNlMyVDM.html,珠海天海风云科技有限公司,计算机软件,民营,少于50人,"计算机
mysql
oracle
linux
redis
编程
shell
关系型数据库
web前端开发
postgresql
五险一金
年终奖金
绩效奖金
周末双休
带薪年假
定期体检
交通补贴"
https://img01.51jobcdn.com/fansImg/CompLogo/3/2287/2286235/2286235_120.gif?636376975328527347,Python软件工程师,1.1-2万·14薪,上海·浦东新区,3-4年,本科,https://jobs.51job.com/all/coAGQAZlY9UmpSNQxsXDw.html,上海凯来仪器有限公司,仪器仪表/工业自动化,民营,少于50人,"数据分析
python
系统架构
模块
产品模块设计
软件开发
函数
五险一金
绩效奖金
通讯补贴
五险一金足额
高固薪保障
月初发薪
周末双休
节假日休息"
https://img01.51jobcdn.com/fansImg/CompLogo/4/3943/3942117/3942117_120.gif?635993462301456297,Python开发资深工程师,2-3万·13薪,深圳·宝安区,3-4年,硕士,https://jobs.51job.com/all/coB2IHalUyBTkHYwFjXT8.html,深圳明阳电路科技股份有限公司,电子技术/半导体/集成电路,已上市,1000-5000人,"mysql
数据库
需求分析
redis
sql
数据结构
关系型数据库
编程语言
建模
算法
五险一金
员工旅游
专业培训
绩效奖金
年终奖金
定期体检
餐饮补贴"
https://img01.51jobcdn.com/fansImg/CompLogo/6/5484/5483016/206365055519477381685_300.png?1676270261667,Python开发工程师,1.1-1.8万,上海·静安区,2年,本科,https://jobs.51job.com/all/coVjUHZ180U24DZgFjUDM.html,上海瀛太信息科技有限公司,计算机软件,民营,少于50人,"mysql
数据库
产品开发
redis
linux
http
系统开发
网络安全
django
ip协议
五险一金
交通补贴
餐饮补贴
通讯补贴
绩效奖金
股票期权
弹性工作
免费班车"
https://img01.51jobcdn.com/fansImg/CompLogo/7/6071/6070307/6070307_300.png?637480334700206998,Python算法工程师(J10200),20-30万/年,宁波·镇海区,3-4年,本科,https://jobs.51job.com/all/coAmJdOQdjU20BZ1MwUDI.html,遨森电子商务股份有限公司,互联网/电子商务,民营,500-1000人,"python
算法
精准营销
数据敏感
人工智能算法
五险一金
绩效奖金
餐饮补贴
高温补贴
节日福利
专业培训
员工旅游
定期体检"
https://img01.51jobcdn.com/fansImg/CompLogo/7/6184/6183722/6183722_300.jpg?637407067150503546,Python开发工程师,1-1.5万,珠海·珠海高新区,3-4年,本科,https://jobs.51job.com/all/coAWFRNAdsVmtUNlMyVDM.html,珠海天海风云科技有限公司,计算机软件,民营,少于50人,"python
软件开发
软件工程师
开发工程师
django
mySQL
pandas
numpy
五险一金
年终奖金
绩效奖金
周末双休
带薪年假
定期体检
交通补贴"
https://img01.51jobcdn.com/fansImg/CompLogo/8/7308/7307710/4513376975512537706_300.png?1685777944653,Python开发工程师,5-6千·13薪,广州·番禺区,2年,大专,https://jobs.51job.com/all/coBGVRNlEyATgBYwNhAmc.html,广州云纳信息科技有限公司,计算机软件,民营,少于50人,"人工智能
机器人
django
python编程
研发
发展前景
领导很nice
五险一金
绩效奖金"
https://img01.51jobcdn.com/fansImg/CompLogo/4/3586/3585519/3585519_300.png?637419140496519841,python爬虫工程师,1.5-2.5万,上海·徐汇区,5-7年,本科,https://jobs.51job.com/all/coVDFRMABrBzwPbwJgUj4.html,上海柯林布瑞信息技术有限公司,计算机软件,民营,150-500人,"五险一金
餐饮补贴
绩效奖金
年终奖金
弹性工作
定期体检
通讯补贴"
https://img01.51jobcdn.com/fansImg/CompLogo/3/2013/2012368/2012368_120.gif?635700457376639032,Python工程师,1-1.8万,广州,3-4年,本科,https://jobs.51job.com/all/coUTVQNAVnAj4PaQZjUTw.html,广东铭太信息科技有限公司,计算机软件,民营,150-500人,"python
rpa
自动化测试
robot
五险一金
专业培训
年终奖金"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,高级Python工程师,2.5-3.2万·14薪,上海·浦东新区,8-9年,大专,https://jobs.51job.com/all/coAmBdOFQ2BD1WMVM5B2Q.html,大连隆基信息技术有限公司,计算机软件,外资（非欧美）,150-500人,"英语
软件
matlab
可靠性测试
硬件
定期体检
员工旅游
专业培训
年终奖金
弹性工作
六险一金
绩效奖金"
https://img01.51jobcdn.com/fansImg/CompLogo/4/3651/3650572/3650572_300.png?637050024913868281,Python工程师,1.5-2万,苏州·苏州工业园区,3-4年,本科,https://jobs.51job.com/all/coAGUBY1A2DzFVNVczUDc.html,江苏锐力斯三维科技有限公司,仪器仪表/工业自动化,创业公司,50-150人,"计算机
电子
linux
开发
编程
嵌入式
功能维护
3d打印行业
软件调测
python多线程
员工旅游
专业培训
绩效奖金
年终奖金
股票期权
五险
五险一金"
https://img01.51jobcdn.com/fansImg/CompLogo/7/6184/6183722/6183722_300.jpg?637407067150503546,Python开发工程师,1-1.5万,珠海·珠海高新区,3-4年,本科,https://jobs.51job.com/all/coAWFRNAdsVmtUNlMyVDM.html,珠海天海风云科技有限公司,计算机软件,民营,少于50人,"计算机
mysql
oracle
linux
redis
编程
shell
关系型数据库
web前端开发
postgresql
五险一金
年终奖金
绩效奖金
周末双休
带薪年假
定期体检
交通补贴"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_medicalequipment.png,Python后台开发工程师,1.5-2.3万,深圳,3-4年,本科,https://jobs.51job.com/all/coUTRUNQVlBDsHYAVjAm4.html,深圳市智影医疗科技有限公司,医疗设备/器械,合资,少于50人,"五险一金
免费班车
年终奖金
定期体检"
https://img01.51jobcdn.com/fansImg/CompLogo/3/2351/2350452/1819442434515772481_300.png?1687146047747,Python软件开发工程师,1.5-3万·13薪,上海·闵行区,5-7年,本科,https://jobs.51job.com/all/coA2dRNl85AT8DYgZgXDs.html,上海铭剑电子科技有限公司,电子技术/半导体/集成电路,民营,50-150人,"python
五险一金
定期体检
年终奖金
免费班车
员工旅游"
https://img01.51jobcdn.com/fansImg/CompLogo/5/4165/4164733/121962047480868247737_300.png?1697522820184,Python开发(J11013),1-1.5万·13薪,上海,3-4年,本科,https://jobs.51job.com/all/coCGpRNFA1VmwHZVY2VzE.html,上海特思尔大宇宙商务咨询有限公司,互联网/电子商务,外资（非欧美）,1000-5000人,"mysql
测试
编程
人工智能
python自动化
数据库管理
绩效奖金
年终奖金
员工旅游
定期体检"
https://img01.51jobcdn.com/fansImg/CompLogo/7/6184/6183722/6183722_300.jpg?637407067150503546,Python开发工程师,1-1.5万,珠海·珠海高新区,3-4年,本科,https://jobs.51job.com/all/coAWFRNAdsVmtUNlMyVDM.html,珠海天海风云科技有限公司,计算机软件,民营,少于50人,"计算机
mysql
oracle
linux
redis
编程
shell
关系型数据库
web前端开发
postgresql
五险一金
年终奖金
绩效奖金
周末双休
带薪年假
定期体检
交通补贴"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,Python工程师,2-3万·14薪,深圳·南山区,3-4年,大专,https://jobs.51job.com/all/coAmBdOFQ2BD1WMVM5B2Q.html,大连隆基信息技术有限公司,计算机软件,外资（非欧美）,150-500人,"软件
matlab
可靠性测试
英语口语
定期体检
员工旅游
专业培训
年终奖金
弹性工作
六险一金
绩效奖金"
https://img01.51jobcdn.com/fansImg/CompLogo/1/526/525720/21591448016526634908_300.jpeg?1656902741712,Technology-Python开发工程师,1-1.8万·13薪,广州·天河区,3-4年,本科,https://jobs.51job.com/all/coVDdXMQJkUmsAZwFi.html,埃森哲（中国）有限公司,专业服务(咨询、人力资源、财会),外资（欧美）,10000人以上,Python
https://img01.51jobcdn.com/fansImg/CompLogo/3/2370/2369551/2369551_300.jpg?637443125282532570,Python开发工程师,12-20万/年,宁波,2年,本科,https://jobs.51job.com/all/coCGwHYAJnU2QDYwBmXDg.html,宁波渠成集团有限公司,贸易/进出口,民营,500-1000人,"爬虫
大数据
数据库
数据分析
python
五险一金
定期体检
员工旅游
年终奖金
专业培训
周末双休
带薪年假
全勤奖
节日福利
绩效奖金"
https://img01.51jobcdn.com/fansImg/CompLogo/1/112/111126/21717556518258975576_300.jpeg?1656915352707,Python数据工程师-13435,1.5-2.1万·13薪,上海·黄浦区,2年,本科,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html,瞬联软件科技（北京）有限公司 CIeNET Technologies,计算机软件,外资（欧美）,1000-5000人,"补充医疗保险
定期体检
七险一金
带薪年假
带薪病假
免费健身"
https://img01.51jobcdn.com/fansImg/CompLogo/5/4017/4016437/4016437_300.jpg?636549903078636984,Python开发工程师,1.2-2万,苏州·苏州工业园区,3-4年,本科,https://jobs.51job.com/all/coVDZQNFU3DjYPbgNjAWM.html,东吴在线（上海）金融信息服务有限公司,金融/投资/证券,已上市,50-150人,"计算机
linux
开发
数学
docker
多线程
ai
分布式
人工智能
周末双休
五险一金
补充医疗保险
绩效奖金
年终奖金
定期体检
员工旅游
通讯补贴
餐饮补贴
交通补贴"
https://img01.51jobcdn.com/fansImg/CompLogo/4/3952/3951454/3951454_300.jpg?637390496058903681,Python开发工程师,1-1.8万,无锡·新吴区,3-4年,本科,https://jobs.51job.com/all/coA2ZXOgRiBjkGZwRiBmc.html,上海悦米信息技术有限公司,计算机软件,合资,50-150人,"数据库
css
html
javascript
测试用例
git
数据库设计
单元测试
docker
django
弹性工作
扁平化管理
五险一金
餐饮补贴
绩效奖金
年终奖金
免费零食饮料
周末双休
朝九晚六"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,Python,1.5-1.7万·13薪,上海,2年,大专,https://jobs.51job.com/all/coA20FY1Y9Aj1TMwFqXT0.html,上海智匠鑫网络科技有限公司,计算机软件,创业公司,少于50人,
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,Python,1.2-1.8万,南京,3-4年,大专,https://jobs.51job.com/all/coBWACZV44BDgOaVE6XT4.html,成都迈思信息技术有限公司,计算机软件,民营,1000-5000人,"计算机
mysql
测试
redis
开发
c++
设计模式
数学
postgresql
django
五险一金
餐饮补贴
定期体检
专业培训
绩效奖金"
https://img01.51jobcdn.com/fansImg/CompLogo/3/2427/2426957/2426957_300.png?637177150513302150,Python软件开发工程师,18-25万/年,上海·浦东新区,2年,本科,https://jobs.51job.com/all/coBWFQMARlBz8AbAZgUDI.html,上海移宇科技有限公司,医疗设备/器械,合资,150-500人,"python
软件工程师
五险一金
定期体检
公司旅游
绩效奖金
员工旅游
年终奖金"
https://img01.51jobcdn.com/fansImg/CompLogo/3/2381/2380661/2380661_300.jpg?636600980655441377,Python爬虫工程师,1-1.5万,武汉·洪山区,3-4年,本科,https://jobs.51job.com/all/coUTUHYFc8BDoAYwJnUTU.html,武汉乐薇电子商务有限公司,互联网/电子商务,民营,50-150人,"python
爬虫
软件开发
软件工程师
电商
弹性工作
五险一金
绩效奖金
节日福利
专业培训
年终奖金
周末双休"
https://img01.51jobcdn.com/fansImg/CompLogo/4/3586/3585519/3585519_300.png?637419140496519841,Python开发工程师,2-3万,上海·徐汇区,5-7年,本科,https://jobs.51job.com/all/coVDFRMABrBzwPbwJgUj4.html,上海柯林布瑞信息技术有限公司,计算机软件,民营,150-500人,"python
数据库
脏数据处理
单病种
计算机软件
医学
医疗信息化
django
餐饮补贴
弹性工作
专业培训
员工旅游
五险一金
绩效奖金"
https://img01.51jobcdn.com/fansImg/CompLogo/3/2013/2012368/2012368_120.gif?635700457376639032,Python工程师,1-1.5万·15薪,广州,3-4年,本科,https://jobs.51job.com/all/coUTVQNAVnAj4PaQZjUTw.html,广东铭太信息科技有限公司,计算机软件,民营,150-500人,"计算机
linux
五险一金"
https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,Python工程师,1-1.5万·14薪,西安·高新技术产业开发区,3-4年,本科,https://jobs.51job.com/all/coVDZWNF85ATdRMQJpAm8.html,西安鹰之航航空科技股份有限公司,航天/航空,民营,50-150人,"pytest
pyqt
python
五险一金
年终奖金
计件考核
多干多得
定期体检"
https://img01.51jobcdn.com/fansImg/CompLogo/4/3651/3650572/3650572_300.png?637050024913868281,Python,1.5-2万,成都·双流区,3-4年,大专,https://jobs.51job.com/all/coAGUBY1A2DzFVNVczUDc.html,江苏锐力斯三维科技有限公司,仪器仪表/工业自动化,创业公司,50-150人,"计算机
电子
linux
开发
编程
嵌入式
功能维护
3d打印行业
软件调测
python多线程
员工旅游
专业培训
绩效奖金
年终奖金
股票期权
五险
五险一金"
